statistic_yyy,site_id,village ,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
105,臺中市清水區,東山里,1273,1,0,1,0,7,9,4,3,57,72,53,39,24,15,3,4,18,10,1,2,18,19,14,17,146,101,49,37,1,5,150,98,9,17,0,0,0,0,106,101,8,49,0,1,0,4
105,臺中市清水區,楊厝里,1217,2,0,1,0,15,11,4,1,64,89,32,33,25,12,8,5,7,14,0,2,28,23,17,7,151,96,37,18,3,4,151,83,11,9,0,0,0,0,79,61,20,17,8,0,7,62
105,臺中市清水區,海風里,1407,0,0,1,0,9,7,4,1,66,99,40,38,28,26,3,7,20,13,3,0,17,14,11,11,224,132,51,36,1,3,155,121,10,5,0,0,1,0,69,76,15,21,6,1,10,52
105,臺中市清水區,吳厝里,1509,1,0,2,0,20,10,6,3,75,97,41,44,29,29,6,7,17,13,2,0,31,28,17,11,175,170,50,30,0,2,164,130,17,8,4,1,0,1,79,81,15,30,3,2,18,40
105,臺中市沙鹿區,居仁里,1466,3,3,1,3,40,26,11,8,132,151,50,48,48,51,10,8,29,16,4,0,27,29,9,11,160,133,46,34,0,3,68,60,13,8,7,5,1,0,64,98,2,13,2,4,3,24
105,臺中市沙鹿區,洛泉里,2132,11,3,7,0,71,36,23,20,193,223,65,66,65,76,5,9,62,53,3,3,47,44,15,16,238,204,45,27,3,6,67,58,9,9,2,8,1,1,98,181,6,20,2,1,3,27
105,臺中市沙鹿區,沙鹿里,1006,9,7,0,0,34,21,4,8,116,124,23,22,22,20,3,3,25,28,2,1,25,16,7,10,110,95,25,8,2,2,28,40,7,4,5,9,1,0,40,80,2,8,3,0,1,6
105,臺中市沙鹿區,美仁里,526,2,0,0,0,10,7,3,3,48,52,16,10,11,9,0,2,6,10,2,1,7,9,3,2,56,48,10,11,0,2,44,36,7,2,2,2,0,0,32,42,1,7,0,2,0,9
105,臺中市沙鹿區,興仁里,2539,5,1,3,0,48,49,20,20,222,246,90,80,65,79,16,14,49,45,3,1,46,48,23,22,278,219,98,48,4,6,131,121,21,14,2,5,2,1,128,206,5,21,3,5,2,24
105,臺中市沙鹿區,斗抵里,4531,8,1,6,0,104,65,29,18,394,420,174,139,128,131,25,14,78,93,6,5,63,72,39,43,459,396,177,86,7,11,271,219,26,27,4,8,1,0,264,356,22,38,7,14,10,73
105,臺中市沙鹿區,鹿峰里,5113,9,4,8,3,136,105,47,35,420,481,162,139,147,159,34,21,92,88,2,5,91,85,62,57,545,449,164,88,6,12,320,257,41,26,8,3,3,3,256,381,15,54,3,11,8,68
105,臺中市沙鹿區,鹿寮里,6843,9,6,11,4,225,122,41,52,614,711,266,201,196,208,36,24,134,114,10,10,134,122,81,86,693,635,180,116,6,24,335,321,49,39,11,2,1,2,309,503,29,41,4,10,9,107
105,臺中市沙鹿區,竹林里,7550,13,5,12,6,201,133,68,43,660,748,280,266,227,265,32,37,140,146,17,5,122,120,67,87,772,660,254,167,9,22,413,348,60,57,10,8,0,1,341,516,27,60,9,9,15,92
105,臺中市沙鹿區,犁分里,1068,0,0,1,1,21,12,9,3,69,83,34,26,27,22,1,6,15,12,1,1,22,15,6,6,124,83,36,22,0,3,86,57,8,10,1,0,0,0,86,89,7,10,2,4,16,31
105,臺中市沙鹿區,北勢里,4884,7,3,7,1,142,87,30,24,392,503,169,170,146,133,25,21,81,62,8,3,66,73,63,50,491,424,158,113,5,12,326,222,37,35,3,6,0,1,251,317,29,55,8,10,18,97
105,臺中市沙鹿區,福興里,3625,8,1,7,1,72,53,28,20,280,299,130,119,99,105,22,16,45,60,5,4,47,68,51,34,395,318,146,97,4,7,256,179,47,29,1,3,1,0,179,245,21,33,8,7,14,61
105,臺中市沙鹿區,晉江里,1734,4,0,3,0,43,26,14,9,108,153,58,66,44,35,6,7,35,24,3,2,33,16,15,18,164,154,74,34,0,5,125,90,13,10,1,1,0,0,117,125,12,19,3,2,10,53
105,臺中市沙鹿區,六路里,4877,18,6,11,1,155,102,46,27,459,496,188,169,164,172,28,23,83,86,4,4,90,82,69,62,501,418,143,110,2,13,253,220,57,36,2,3,1,1,172,266,20,34,4,8,15,53
105,臺中市沙鹿區,南勢里,3367,6,1,4,1,73,45,25,12,267,302,114,103,101,115,17,15,46,43,1,2,63,55,32,33,376,340,133,76,2,10,219,164,27,13,1,1,0,0,167,225,19,30,3,6,24,55
105,臺中市沙鹿區,埔子里,5195,26,12,12,1,203,119,53,30,521,567,186,182,174,199,31,25,87,90,9,5,102,108,54,61,517,486,164,112,2,12,232,195,38,27,4,2,1,0,156,228,33,34,9,5,18,63
105,臺中市沙鹿區,公明里,4396,9,1,8,2,95,46,25,28,309,334,138,126,146,130,22,31,60,69,10,4,123,114,63,34,513,359,142,119,5,14,288,258,48,21,3,4,0,1,181,334,20,49,10,4,10,86
105,臺中市沙鹿區,清泉里,2366,0,0,1,0,59,29,20,6,191,210,79,68,100,68,21,19,43,37,5,1,53,50,23,23,267,222,97,60,5,8,124,125,13,22,0,1,1,1,91,145,8,18,5,3,5,39
105,臺中市沙鹿區,西勢里,2238,1,0,2,1,22,12,10,6,128,142,74,72,55,59,12,14,25,18,0,1,25,28,7,14,273,211,86,56,1,17,200,128,42,20,0,1,0,0,153,167,22,48,6,9,6,64
105,臺中市沙鹿區,興安里,3479,4,4,8,1,93,64,26,14,324,334,109,112,123,127,23,21,67,62,0,6,57,65,20,48,363,328,101,42,4,5,192,161,34,22,4,4,1,1,143,269,9,27,3,8,3,43
105,臺中市沙鹿區,三鹿里,6461,12,4,9,4,182,96,45,26,688,805,218,213,241,260,43,42,104,122,5,7,113,119,50,61,640,597,224,145,7,14,332,305,45,35,2,2,0,1,193,297,16,46,3,3,12,73
105,臺中市梧棲區,頂寮里,3156,2,1,5,3,64,43,21,15,245,278,104,117,101,66,21,11,57,55,6,3,83,92,27,31,320,377,111,88,2,9,175,214,21,25,0,1,1,0,104,196,10,24,0,3,1,23
105,臺中市梧棲區,下寮里,2042,2,0,2,0,45,22,20,12,154,181,91,63,49,44,16,6,42,37,0,4,47,46,18,14,217,193,60,44,1,5,119,113,14,20,3,3,2,0,105,156,15,15,2,4,5,31
105,臺中市梧棲區,中正里,4106,4,2,1,2,98,54,38,15,323,370,142,157,118,105,20,16,73,83,6,4,110,97,41,43,410,364,114,94,1,17,257,230,33,36,4,7,2,0,202,309,12,33,0,10,6,43
105,臺中市梧棲區,中和里,552,0,1,1,0,15,11,5,1,48,38,19,15,19,14,2,2,9,11,0,0,14,12,6,9,71,41,18,12,0,1,26,33,8,5,0,0,0,0,28,47,1,1,0,1,0,7
105,臺中市梧棲區,文化里,1247,1,0,0,0,24,17,10,5,127,121,36,34,48,27,5,1,44,28,3,1,32,24,13,15,124,101,35,26,4,3,59,77,8,12,1,2,0,0,55,94,2,7,2,3,1,15
105,臺中市梧棲區,安仁里,853,1,0,0,1,22,12,6,5,48,72,38,29,19,30,6,2,11,10,2,0,20,16,9,9,97,75,27,17,1,4,62,54,10,5,0,2,0,0,42,52,4,10,2,2,2,17
105,臺中市梧棲區,草湳里,6373,3,0,2,2,106,78,38,27,539,599,258,198,158,151,28,23,108,76,9,4,134,105,60,46,719,527,200,148,6,11,414,388,66,42,4,1,1,0,345,476,40,59,11,9,21,133
105,臺中市梧棲區,南簡里,4977,7,1,1,0,114,75,36,26,426,530,186,184,150,149,35,24,72,68,4,6,105,84,45,32,563,412,151,121,6,9,341,378,35,29,4,2,0,0,180,243,19,36,1,6,13,68
105,臺中市梧棲區,福德里,4425,6,1,5,1,85,49,35,22,364,418,188,170,119,151,30,23,67,78,2,2,76,62,33,40,450,411,163,110,1,14,283,229,28,36,4,2,2,0,222,282,22,46,5,7,12,69
105,臺中市梧棲區,大庄里,7519,3,4,6,3,161,92,61,40,618,718,290,274,224,236,42,23,104,144,12,3,143,136,82,61,807,667,263,190,2,28,403,401,60,52,7,6,1,1,382,557,32,48,10,10,15,97
105,臺中市梧棲區,大村里,5768,8,1,3,1,130,69,38,29,490,597,246,214,165,191,17,29,87,95,10,5,104,112,68,50,575,519,198,131,2,17,363,332,58,53,4,1,1,0,262,356,16,33,5,15,7,61
105,臺中市梧棲區,興農里,2429,2,0,3,0,42,34,13,16,182,196,103,89,69,68,17,14,42,37,3,1,41,27,20,11,254,194,95,61,2,11,175,131,25,13,3,1,2,1,145,181,13,25,0,2,8,57
105,臺中市梧棲區,永寧里,2350,0,0,4,1,37,19,18,11,156,216,85,72,63,60,9,5,39,33,2,3,41,34,20,11,260,169,76,52,0,8,175,130,32,21,4,0,1,0,133,195,24,36,4,4,11,76
105,臺中市梧棲區,永安里,2696,1,0,3,2,31,26,17,16,171,223,120,99,66,75,15,12,41,32,2,6,49,32,26,14,297,191,99,70,1,7,204,155,29,23,4,1,1,0,176,221,15,30,4,5,10,74
105,臺中市后里區,廣福里,1997,0,1,1,1,26,13,13,4,96,113,60,67,45,34,12,14,32,28,4,3,70,61,25,18,205,162,57,42,2,4,188,162,15,6,8,2,1,0,123,194,10,30,4,5,2,34
105,臺中市后里區,仁里里,1103,0,0,1,0,8,6,2,6,43,69,26,26,26,28,4,1,9,6,1,0,27,36,18,12,135,90,41,34,0,2,111,78,6,8,7,2,1,0,92,95,2,14,1,1,4,24
105,臺中市后里區,義里里,3253,3,1,3,1,61,36,18,10,264,281,102,95,118,86,21,15,61,54,3,3,95,74,48,40,369,270,87,67,10,10,190,212,23,18,8,4,1,0,146,277,6,17,2,5,4,34
105,臺中市后里區,后里里,3847,3,1,5,3,68,41,32,23,320,328,124,95,97,99,24,16,63,57,3,4,97,67,63,52,429,339,125,76,3,12,256,257,18,17,12,1,5,0,206,319,11,21,2,3,11,39
105,臺中市后里區,厚里里,2194,4,0,2,0,33,22,19,13,143,184,76,69,60,50,14,7,30,14,1,3,44,57,25,18,229,201,87,46,5,6,180,150,12,12,3,0,0,0,133,167,11,16,1,4,7,36
105,臺中市后里區,墩東里,4889,5,5,1,0,97,62,30,20,369,419,147,144,168,138,40,31,79,58,3,4,108,100,66,61,578,493,160,98,6,13,272,258,31,25,9,4,1,0,248,399,12,36,2,7,11,71
105,臺中市后里區,墩西里,2011,3,0,0,0,39,16,8,6,171,160,56,49,63,57,15,10,37,29,1,0,58,47,22,19,214,189,57,33,0,7,131,114,13,15,4,1,2,1,125,184,8,13,0,1,4,29
105,臺中市后里區,墩南里,3367,5,1,3,1,67,29,21,11,246,293,120,83,92,88,22,27,48,52,3,1,82,62,32,39,385,309,96,64,2,11,248,229,11,11,4,4,2,0,213,264,7,22,0,2,9,46
105,臺中市后里區,墩北里,3603,4,1,2,0,70,44,19,17,280,300,123,144,125,120,21,5,42,43,3,7,67,76,44,44,445,342,113,75,4,15,211,216,18,12,5,1,2,1,181,283,5,27,0,0,2,44
105,臺中市后里區,中和里,2508,3,1,2,0,41,27,14,13,206,223,65,91,82,76,19,12,41,25,0,3,49,52,22,20,282,238,72,43,2,4,178,152,16,12,4,3,1,1,156,196,6,17,0,6,4,28
105,臺中市后里區,舊社里,2141,0,1,1,0,27,16,8,7,143,174,66,84,50,54,17,11,20,21,0,2,42,46,27,17,252,197,90,45,4,11,167,137,12,10,2,0,1,0,141,153,13,20,0,2,11,39
105,臺中市后里區,聯合里,1677,0,1,0,0,26,12,5,4,90,109,52,42,43,29,12,7,20,18,2,2,27,35,8,17,203,149,64,45,3,4,147,121,7,8,5,0,1,1,126,153,11,12,4,1,8,43
105,臺中市后里區,太平里,2275,0,0,4,0,18,17,8,9,128,131,83,85,48,49,15,9,23,22,3,3,59,31,25,25,304,230,72,48,4,5,198,161,7,14,2,0,0,0,141,197,9,19,0,0,13,56
105,臺中市后里區,眉山里,3282,4,0,1,0,54,25,15,10,219,236,125,95,76,80,21,14,50,34,6,3,92,62,36,34,438,353,105,79,5,9,204,205,15,16,8,0,0,0,175,289,6,14,1,4,8,56
105,臺中市后里區,泰安里,1357,0,0,0,0,19,10,3,3,72,66,28,33,30,24,7,2,18,15,1,2,51,35,10,16,176,122,58,27,0,9,140,106,7,3,3,0,2,0,89,113,3,19,1,3,3,28
105,臺中市后里區,公館里,2212,1,0,1,0,26,20,8,7,140,156,53,63,35,29,11,5,18,30,2,2,54,51,26,31,229,188,77,39,2,7,253,159,11,18,8,0,2,1,158,169,9,23,2,0,22,66
105,臺中市后里區,月眉里,1880,0,3,5,0,34,19,9,8,133,136,48,60,58,51,11,10,38,27,2,1,53,49,15,18,197,143,56,22,0,1,183,117,5,11,7,3,2,0,127,167,4,7,0,0,1,39
105,臺中市后里區,義德里,2792,1,1,1,0,54,30,18,8,209,224,83,87,84,71,23,11,40,33,2,2,74,70,34,36,291,258,88,61,0,9,189,214,7,11,3,3,0,1,142,249,6,25,0,5,4,30
105,臺中市神岡區,神岡里,3326,1,1,5,2,65,43,19,16,285,269,112,113,109,104,17,18,47,51,2,3,56,53,29,36,407,322,114,60,1,14,206,169,28,13,7,1,1,1,182,265,13,31,1,4,2,28
105,臺中市神岡區,庄前里,2201,1,0,2,0,35,19,11,8,167,201,82,70,60,76,7,14,36,32,3,1,41,35,22,15,290,250,62,33,2,5,127,108,20,5,7,6,1,0,129,163,11,12,1,2,0,29
105,臺中市神岡區,北庄里,2739,3,0,5,0,43,32,14,5,212,270,104,90,100,67,16,8,40,40,3,2,42,33,27,18,332,271,101,42,1,7,176,160,12,15,6,4,1,0,159,219,3,17,1,5,2,31
105,臺中市神岡區,庄後里,2211,5,0,2,0,20,22,12,8,128,162,79,85,63,61,9,7,21,20,0,1,20,32,17,17,325,198,59,50,0,3,156,132,19,8,3,0,1,0,171,196,16,18,0,4,11,50
105,臺中市神岡區,社口里,7399,7,4,8,1,153,71,56,33,614,671,281,248,223,235,45,21,123,107,6,8,93,110,66,66,930,748,221,133,2,23,437,429,55,31,12,10,2,1,385,574,13,52,2,6,10,73
105,臺中市神岡區,社南里,5456,2,0,6,2,111,51,40,26,479,507,225,194,172,182,23,27,102,66,5,3,78,88,52,55,647,540,155,120,7,18,327,324,39,26,7,3,3,0,256,387,11,26,1,7,6,50
105,臺中市神岡區,三角里,2608,2,0,0,1,43,26,10,9,201,209,87,81,78,89,14,8,50,30,3,1,37,36,16,24,314,225,78,45,2,6,191,171,25,10,1,2,2,0,193,227,7,16,0,2,3,33
105,臺中市神岡區,岸裡里,2970,3,1,1,0,53,32,18,8,246,252,97,96,89,121,20,13,60,61,4,3,50,37,20,25,362,300,93,58,1,8,150,152,24,14,8,7,1,0,183,253,5,16,1,1,2,21
105,臺中市神岡區,大社里,4430,3,0,2,2,81,44,24,13,320,406,170,172,123,139,23,32,79,86,6,2,90,102,53,41,580,505,151,115,1,10,239,266,25,23,7,2,2,0,149,288,10,18,0,2,1,23
105,臺中市神岡區,豐洲里,7553,5,3,7,3,161,79,45,38,590,657,264,235,253,214,44,29,116,102,8,8,129,118,59,65,924,760,241,151,2,23,456,412,61,38,16,12,4,4,459,629,13,42,3,8,6,57
105,臺中市神岡區,神洲里,2664,2,0,1,0,33,18,23,6,191,241,76,79,66,99,12,10,39,28,3,2,34,40,11,25,347,262,83,49,4,13,189,136,17,14,6,1,3,0,195,232,6,20,2,4,2,40
105,臺中市神岡區,溪洲里,2921,1,0,2,1,26,18,13,9,179,194,107,90,70,85,15,11,32,34,1,2,38,54,27,21,390,283,115,61,3,8,216,164,25,17,3,0,4,0,237,250,17,27,3,7,7,54
105,臺中市神岡區,圳前里,2433,3,1,2,2,42,25,10,5,172,173,79,81,53,53,11,7,27,27,3,1,48,39,22,7,279,228,72,68,3,7,209,174,20,20,4,2,1,1,159,204,17,28,1,4,5,34
105,臺中市神岡區,新庄里,4270,3,2,0,1,43,23,13,19,249,297,159,112,106,112,27,14,24,30,3,4,44,39,28,34,539,419,178,103,4,17,344,263,64,23,4,2,2,0,315,382,33,51,9,7,29,96
105,臺中市神岡區,圳堵里,2197,3,0,3,1,28,13,8,7,157,166,82,79,67,55,5,9,24,23,3,1,29,31,26,22,254,185,90,53,1,9,165,130,17,8,4,4,0,0,136,201,10,33,0,3,17,35
105,臺中市神岡區,山皮里,1043,0,0,0,0,9,7,7,4,55,68,38,45,28,19,6,2,8,13,0,0,13,10,12,6,135,95,44,28,2,3,99,71,4,8,0,2,2,0,66,93,4,12,0,0,7,18
105,臺中市潭子區,潭陽里,11711,12,8,11,4,223,128,72,59,895,1053,435,396,383,394,87,68,238,248,19,18,307,291,135,129,1312,1308,439,302,12,33,569,681,80,70,11,14,4,2,412,653,23,62,1,15,9,86
105,臺中市潭子區,潭秀里,1400,2,2,2,0,40,19,10,7,133,121,56,37,42,36,8,6,29,27,0,2,31,35,14,18,154,118,36,22,1,4,87,72,13,7,6,2,4,0,56,106,1,13,1,1,2,17
105,臺中市潭子區,潭北里,2409,7,0,3,4,68,36,9,11,193,218,82,83,73,55,15,5,60,51,4,3,55,48,20,28,284,248,62,48,2,7,111,146,11,21,7,4,1,0,107,182,2,11,0,1,1,22
105,臺中市潭子區,福仁里,10417,8,4,10,2,197,103,67,50,824,878,413,378,352,337,68,54,221,220,14,11,246,291,129,97,1155,1197,386,232,9,30,521,632,47,75,9,13,0,1,361,623,15,47,2,15,3,70
105,臺中市潭子區,頭家里,5249,10,2,5,3,111,63,34,28,422,532,260,218,163,213,34,28,120,128,10,5,122,133,85,60,553,593,170,121,6,18,239,224,26,27,3,8,1,2,155,244,6,29,0,8,3,24
105,臺中市潭子區,甘蔗里,9687,15,5,7,5,200,126,71,45,858,937,453,390,316,341,59,64,225,222,17,11,238,281,149,142,1027,1145,309,231,2,17,376,499,49,49,14,9,3,1,221,448,9,39,1,5,2,54
105,臺中市潭子區,東寶里,12368,13,5,7,2,264,161,83,51,1087,1123,486,426,407,388,74,63,246,234,11,17,293,302,147,122,1455,1296,325,253,14,33,644,687,63,79,16,10,3,2,495,757,26,76,5,13,5,99
105,臺中市潭子區,大富里,2778,2,0,4,0,59,23,21,13,192,234,142,106,95,104,19,17,55,43,2,5,59,69,37,24,330,258,106,74,3,4,147,140,10,20,7,0,0,0,148,164,2,14,0,2,3,21
105,臺中市潭子區,大豐里,5926,5,4,3,9,120,54,43,36,504,527,216,211,234,233,38,30,112,115,9,9,103,130,98,73,676,662,201,144,3,14,290,314,33,34,10,2,2,1,220,335,6,28,0,1,3,31
105,臺中市潭子區,栗林里,4727,6,3,4,0,90,56,39,25,385,402,172,134,144,148,23,30,94,77,7,8,117,112,48,60,548,452,140,95,4,12,262,290,21,24,10,7,5,2,241,340,9,23,2,7,2,47
105,臺中市潭子區,嘉仁里,3927,7,1,1,3,72,36,28,14,280,320,155,137,109,113,15,14,68,52,7,4,107,78,45,31,492,397,144,82,5,9,239,221,22,12,5,4,1,0,209,279,17,25,1,10,5,51
105,臺中市潭子區,新田里,1604,0,0,1,0,20,9,4,9,73,132,49,56,36,27,11,6,20,19,3,2,56,39,12,12,205,132,63,35,0,4,114,120,9,13,2,3,1,1,105,142,7,13,2,3,4,30
105,臺中市潭子區,聚興里,3903,4,1,1,1,69,40,34,8,286,307,118,115,124,115,30,16,53,63,4,4,115,107,45,38,482,346,141,69,2,13,241,245,18,33,6,4,3,1,214,302,13,21,3,7,8,33
105,臺中市潭子區,頭家東里,4411,8,2,6,3,92,59,40,25,396,427,186,140,151,154,30,21,107,104,10,2,127,109,45,38,434,454,132,99,4,19,208,227,24,32,4,9,0,0,149,274,7,23,0,2,3,25
105,臺中市潭子區,家興里,6907,16,6,11,4,173,110,54,30,624,752,262,268,264,292,54,52,170,206,13,9,166,212,86,89,673,811,204,152,8,17,256,306,43,32,2,9,0,1,140,263,12,20,1,4,3,27
105,臺中市潭子區,家福里,4461,13,4,5,1,119,76,50,27,407,485,150,151,144,175,25,23,106,103,6,9,100,105,44,44,437,478,120,94,8,14,173,217,22,24,3,1,1,1,151,282,8,22,1,3,3,26
105,臺中市大雅區,大雅里,4557,11,3,2,3,144,82,46,29,417,470,166,155,171,136,27,24,98,92,7,6,98,82,56,55,437,433,142,91,6,12,224,303,24,24,6,2,2,1,152,239,13,20,5,7,3,31
105,臺中市大雅區,員林里,9277,9,5,5,2,227,119,62,56,722,906,343,347,309,339,54,53,166,153,13,12,230,210,144,109,982,863,284,221,5,17,608,633,52,42,10,5,4,1,326,429,24,63,7,12,9,85
105,臺中市大雅區,六寶里,6325,8,0,6,2,105,44,32,21,421,484,186,194,170,175,39,24,109,77,10,9,168,136,64,76,715,572,243,156,4,24,520,511,47,42,6,8,2,1,267,422,23,68,14,20,14,86
105,臺中市大雅區,秀山里,3337,4,1,1,2,41,26,12,10,247,286,127,119,97,87,16,16,37,33,4,2,52,56,41,28,450,307,110,68,5,4,270,248,23,18,2,1,0,0,179,166,10,23,6,16,14,72
105,臺中市大雅區,忠義里,3892,1,0,1,3,54,34,21,17,218,228,127,111,125,91,30,19,52,53,8,7,144,138,62,46,435,335,150,109,3,10,251,350,32,30,3,1,2,0,140,273,26,67,9,16,1,59
105,臺中市大雅區,橫山里,4334,3,1,3,3,94,37,29,13,346,387,157,158,136,144,26,20,62,65,6,4,97,78,58,53,497,401,130,85,4,10,310,310,27,21,4,4,0,0,192,217,10,36,10,13,10,63
105,臺中市大雅區,三和里,5315,6,2,8,3,122,87,32,29,431,500,226,184,189,196,36,29,89,87,8,5,104,109,76,77,614,528,161,104,1,13,286,333,47,24,4,4,3,1,189,274,9,25,1,11,0,48
105,臺中市大雅區,西寶里,4905,2,1,5,1,86,38,37,15,387,434,179,170,170,158,29,30,73,77,5,7,87,85,51,38,633,505,171,136,1,10,360,318,28,31,3,1,1,0,191,240,12,29,4,9,6,51
105,臺中市大雅區,上楓里,6228,4,2,3,1,110,64,41,29,512,582,282,231,174,192,41,29,106,90,10,3,128,136,97,59,689,661,226,135,4,7,402,428,31,27,6,4,3,1,236,305,12,44,6,10,9,56
105,臺中市大雅區,二和里,6168,6,2,6,3,164,98,53,34,574,630,296,251,180,190,34,33,112,118,9,9,116,143,85,76,633,622,180,138,4,16,303,329,32,33,8,3,2,2,195,349,13,42,4,2,6,30
105,臺中市大雅區,四德里,4626,10,5,6,1,120,77,45,32,445,524,229,188,143,173,31,30,82,84,7,8,111,108,85,49,463,487,121,104,2,14,211,257,18,16,4,3,2,0,97,161,8,25,4,6,6,24
105,臺中市大雅區,上雅里,5829,15,4,4,6,165,92,49,33,547,566,240,199,167,177,26,30,107,104,7,5,120,125,86,75,627,539,178,132,3,17,338,406,35,37,6,6,3,0,183,274,13,31,2,7,5,38
105,臺中市大雅區,文雅里,6077,10,6,5,2,155,79,41,33,503,624,268,228,189,227,34,26,116,99,9,8,161,148,69,63,617,592,217,139,5,11,320,408,46,30,8,4,1,0,189,288,11,41,4,6,6,31
105,臺中市大雅區,大楓里,4956,5,2,1,1,90,42,36,34,342,428,204,180,141,156,38,28,79,64,3,3,111,124,68,50,539,519,164,136,1,10,354,386,25,24,3,2,0,0,190,283,10,30,5,18,3,24
105,臺中市大雅區,雅楓里,3761,5,2,1,1,56,30,15,19,279,357,131,134,98,119,19,17,50,65,7,3,97,84,49,49,371,367,125,98,5,9,300,336,37,41,4,2,2,2,122,187,6,27,3,7,3,20
105,臺中市新社區,新社里,3383,7,1,6,2,49,34,25,18,251,267,125,109,100,84,19,19,84,52,7,4,109,82,27,37,397,320,92,66,1,7,188,209,14,18,30,15,3,0,149,265,10,33,1,6,2,39
105,臺中市新社區,復盛里,1962,2,1,2,1,12,12,5,13,113,114,60,46,51,42,18,16,32,27,0,1,44,49,25,21,278,165,59,39,4,3,184,141,12,15,8,1,1,0,97,160,12,28,6,8,2,32
105,臺中市新社區,中正里,1449,1,0,0,1,21,18,5,5,95,92,51,47,49,30,11,12,25,18,1,0,21,23,18,15,156,129,54,27,0,1,125,94,9,7,11,3,1,0,100,128,4,15,0,1,2,23
105,臺中市新社區,月湖里,1050,0,0,0,0,11,6,6,1,65,54,25,22,23,26,10,5,27,17,1,0,18,22,10,15,135,91,40,22,2,3,88,64,3,5,9,1,1,0,79,108,5,10,1,3,3,13
105,臺中市新社區,崑山里,1224,2,0,0,1,11,5,1,2,56,82,33,32,22,14,4,5,21,17,1,1,17,32,8,7,162,90,44,21,0,1,133,67,6,4,11,1,2,1,108,139,7,21,1,10,4,17
105,臺中市新社區,大南里,1983,5,0,0,0,35,17,9,12,140,141,53,52,52,53,11,11,42,26,4,1,58,39,28,15,247,177,54,40,2,5,111,97,10,9,13,3,1,0,124,217,11,28,1,3,3,23
105,臺中市新社區,永源里,3081,1,0,2,0,42,16,15,16,175,201,92,106,60,64,12,12,66,35,4,3,77,76,38,26,362,257,107,77,0,12,268,178,12,17,16,3,5,0,208,280,14,33,5,10,12,66
105,臺中市新社區,中興里,624,0,0,1,0,6,4,2,2,24,33,16,15,14,7,6,2,11,11,2,0,18,24,6,1,61,63,17,11,1,1,42,53,7,4,4,1,2,0,34,70,3,20,3,3,2,17
105,臺中市新社區,協成里,3004,1,1,3,2,25,15,16,8,161,177,73,67,45,63,15,14,38,34,5,1,82,53,35,28,358,262,113,85,2,12,283,191,20,19,10,2,2,0,220,265,25,44,8,12,18,91
105,臺中市新社區,東興里,1287,0,0,0,1,28,9,5,8,61,79,40,33,25,24,7,5,28,13,0,0,36,31,13,15,152,106,40,26,0,2,122,78,6,5,10,1,2,1,84,121,9,20,2,2,5,32
105,臺中市新社區,慶西里,943,0,0,0,0,9,3,2,6,44,49,26,22,21,14,2,4,10,5,1,0,24,19,4,8,125,78,29,20,0,3,84,54,8,3,5,1,0,1,91,99,13,14,0,0,11,31
105,臺中市新社區,中和里,633,0,0,0,0,4,3,4,2,27,23,11,17,9,7,4,2,10,10,0,2,17,24,5,1,66,60,15,15,0,2,73,46,6,6,6,0,0,0,66,53,3,8,1,1,4,20
105,臺中市新社區,福興里,1234,1,0,0,0,8,3,1,0,53,58,25,25,23,20,5,3,12,12,2,0,28,19,9,9,164,105,39,33,3,1,157,75,7,5,3,3,1,1,109,128,13,24,0,3,10,34
105,臺中市石岡區,石岡里,1296,0,2,1,0,20,12,6,2,75,110,27,46,40,34,8,7,18,14,2,0,37,24,16,11,184,136,43,28,1,3,89,65,14,13,8,5,3,0,60,110,2,3,0,3,1,13
105,臺中市石岡區,萬安里,1576,0,0,1,0,36,15,6,6,128,132,50,68,44,48,9,7,32,19,1,1,34,15,14,15,206,136,54,34,2,8,94,100,8,6,3,1,2,1,90,127,2,9,0,0,0,12
