statistic_yyy,site_id,village ,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
105,臺中市太平區,永成里,6753,10,0,4,3,96,57,33,28,505,573,252,263,242,226,40,43,105,96,12,7,206,199,89,81,783,738,213,164,7,21,376,491,51,46,2,3,2,1,208,383,24,33,2,2,2,31
105,臺中市太平區,永平里,4164,5,4,5,1,77,59,25,26,326,398,172,144,124,118,36,29,70,57,3,3,114,120,59,41,486,434,116,105,2,5,235,225,14,29,4,1,1,0,159,257,14,20,1,5,3,32
105,臺中市太平區,成功里,3980,2,1,3,0,60,34,18,19,281,329,172,143,126,123,29,26,64,46,2,5,119,108,56,52,456,497,145,127,0,8,245,232,21,25,7,0,1,0,124,181,20,31,2,2,7,31
105,臺中市太平區,東和里,2837,5,0,3,1,50,37,20,15,236,273,107,105,88,93,20,18,34,43,3,1,70,89,36,25,312,322,89,66,4,8,145,151,20,16,1,0,1,0,108,156,11,21,0,3,3,28
105,臺中市太平區,中政里,3868,8,3,2,2,83,46,18,18,299,307,144,145,101,112,31,20,72,65,7,4,120,86,50,47,479,394,121,102,5,6,209,247,23,21,4,2,2,0,147,247,6,23,0,5,0,35
105,臺中市太平區,平安里,2334,2,1,1,1,39,17,17,7,177,205,66,59,80,80,17,14,27,19,2,3,55,47,30,18,264,197,93,54,2,6,156,140,21,13,3,1,1,1,137,196,6,18,1,5,5,30
105,臺中市太平區,建興里,3092,1,0,1,1,36,17,14,8,166,211,121,97,76,78,25,15,35,32,2,1,97,95,40,31,365,322,109,78,4,8,258,245,27,21,2,1,0,0,134,214,15,31,3,5,4,46
105,臺中市太平區,新興里,4294,17,6,2,3,165,100,46,28,502,663,140,150,159,190,28,23,83,119,4,6,95,102,52,40,369,417,105,67,3,3,118,144,15,18,5,5,4,0,87,162,7,21,1,2,0,18
105,臺中市太平區,新高里,5246,16,7,4,2,165,99,45,38,566,648,212,162,190,198,27,23,119,124,6,6,143,170,49,48,484,530,134,92,10,8,207,260,31,38,1,4,1,2,104,187,10,37,2,5,2,30
105,臺中市太平區,新吉里,5626,12,6,9,4,136,85,45,28,539,566,227,213,216,186,51,27,111,126,8,5,157,149,67,60,561,552,164,133,8,15,294,295,35,34,3,5,0,1,146,251,17,27,0,13,2,37
105,臺中市太平區,新城里,5162,4,4,8,2,102,38,24,27,426,477,196,204,161,189,39,33,93,115,7,4,154,167,58,73,560,599,188,153,4,13,266,285,41,35,0,1,1,0,110,212,12,27,3,8,2,37
105,臺中市太平區,宜佳里,6303,12,4,4,5,147,79,46,41,505,635,277,240,196,208,37,32,111,105,8,12,186,154,95,76,649,674,216,154,8,9,326,418,30,45,3,2,0,0,154,293,17,41,0,7,3,39
105,臺中市太平區,宜昌里,3938,6,2,2,2,72,45,38,17,326,320,161,139,151,123,15,14,75,61,4,3,106,89,41,42,415,411,145,93,2,5,229,268,28,29,3,2,2,1,142,235,12,20,2,6,1,33
105,臺中市太平區,光明里,3850,8,2,11,1,78,54,32,26,328,358,127,135,118,122,33,19,63,87,7,4,117,114,42,35,430,349,115,58,4,8,216,239,23,27,1,1,1,1,118,264,4,27,2,7,5,29
105,臺中市太平區,豐年里,4529,11,6,10,2,106,73,34,17,442,449,142,140,146,145,34,24,106,99,9,5,146,145,48,42,465,412,116,79,6,13,216,235,16,28,2,7,3,2,152,303,13,38,3,4,6,29
105,臺中市太平區,大興里,2614,8,4,5,1,51,36,16,11,201,236,93,96,82,75,15,12,45,39,4,1,102,72,28,23,288,287,85,59,6,7,143,130,14,21,2,3,1,1,81,157,6,22,3,4,6,32
105,臺中市太平區,勤益里,2274,9,4,6,1,72,46,16,14,220,227,65,63,87,70,14,11,42,28,4,3,51,56,21,21,231,210,63,51,3,4,86,133,13,14,1,0,3,1,83,183,2,16,0,2,3,21
105,臺中市太平區,聖和里,1633,3,0,1,2,19,15,9,7,99,114,46,49,49,35,13,8,24,24,0,0,57,52,22,15,187,140,53,29,1,0,160,109,12,8,1,1,2,1,89,105,8,22,2,6,4,30
105,臺中市太平區,福隆里,3739,4,2,4,0,54,43,27,21,293,278,146,125,96,100,26,19,62,70,4,1,105,121,43,46,438,416,119,85,4,9,247,232,21,27,6,3,0,0,143,219,15,22,3,10,1,29
105,臺中市太平區,永隆里,2617,2,0,1,2,26,17,8,11,170,205,86,65,77,62,19,17,33,34,1,5,81,57,32,25,304,232,90,76,2,11,213,181,18,26,5,4,1,0,141,210,8,21,2,4,3,29
105,臺中市大里區,大里里,3687,4,1,4,1,54,42,24,13,281,303,169,113,94,102,18,20,63,69,10,4,96,63,43,38,427,365,123,82,1,9,235,274,22,35,0,3,0,1,172,216,15,26,3,5,5,39
105,臺中市大里區,新里里,10224,33,6,13,7,275,196,86,67,827,1003,468,390,322,348,57,52,235,232,19,6,235,230,159,141,1106,982,327,227,13,24,553,513,73,54,5,9,2,1,319,451,29,45,4,5,8,67
105,臺中市大里區,樹王里,3492,1,4,1,0,58,36,19,17,265,306,131,123,97,119,15,18,48,62,4,3,62,46,39,24,415,360,131,83,1,6,230,223,21,13,4,2,1,1,170,225,12,22,1,5,9,59
105,臺中市大里區,東興里,7359,23,7,8,5,250,138,64,60,720,810,312,285,220,238,48,37,150,178,12,14,168,200,86,83,675,724,204,154,12,11,322,407,39,31,8,11,3,2,192,346,20,37,1,3,3,38
105,臺中市大里區,祥興里,7031,19,6,13,5,152,110,44,37,587,735,236,223,200,233,56,44,148,163,9,10,223,161,72,74,702,686,215,156,6,21,399,432,44,42,5,7,1,1,243,381,16,46,1,5,6,56
105,臺中市大里區,日新里,4021,6,1,6,5,97,51,25,28,331,345,121,110,128,120,28,30,93,84,8,3,93,91,50,30,400,395,153,79,3,6,229,256,31,21,2,1,0,0,185,293,8,29,2,1,3,40
105,臺中市大里區,西榮里,5869,11,5,7,1,174,97,40,32,489,613,214,219,176,193,38,32,132,110,3,5,133,149,67,69,570,583,170,126,5,9,306,343,39,34,2,6,0,3,203,354,12,30,4,6,7,48
105,臺中市大里區,內新里,8517,23,9,11,8,220,186,66,52,750,952,363,322,255,279,51,41,178,206,10,15,181,229,100,97,843,931,264,188,8,17,375,508,50,48,3,8,1,0,188,367,17,43,0,1,5,48
105,臺中市大里區,東昇里,3465,6,5,0,1,93,41,34,21,305,347,121,147,105,104,24,18,65,55,3,0,79,75,42,26,360,318,106,65,3,8,223,224,9,22,5,2,1,0,130,201,6,20,1,7,4,33
105,臺中市大里區,立仁里,5435,8,2,8,3,85,48,24,23,404,464,223,173,160,147,41,28,99,84,6,9,148,157,57,50,572,583,250,128,8,14,307,439,36,36,3,2,1,0,207,288,10,42,1,10,4,43
105,臺中市大里區,新仁里,7826,9,3,5,3,123,83,55,29,606,662,258,238,248,267,49,44,113,106,14,8,197,179,87,63,888,803,304,194,10,15,509,593,67,49,6,5,2,2,300,471,16,57,1,13,10,62
105,臺中市大里區,大元里,4380,13,3,6,2,96,58,37,31,375,448,187,167,131,117,23,23,83,81,3,6,128,110,56,35,420,419,148,95,5,12,238,271,24,22,2,2,0,0,170,230,14,30,2,5,5,47
105,臺中市大里區,夏田里,1024,1,2,1,2,18,13,7,7,79,78,37,28,21,13,6,4,22,5,0,0,22,23,12,7,132,81,26,17,2,2,84,77,8,4,1,0,0,0,62,62,6,11,1,0,3,37
105,臺中市大里區,仁化里,8699,12,6,6,1,130,95,47,36,657,770,332,302,263,287,76,34,138,113,16,12,214,213,93,86,1059,955,307,231,11,14,560,609,62,50,8,6,3,1,295,422,18,64,4,7,9,65
105,臺中市大里區,健民里,4506,1,0,1,1,50,19,27,8,291,312,162,161,117,100,32,19,64,40,2,7,107,96,50,39,567,435,188,118,3,9,378,402,34,20,2,0,1,1,206,263,20,43,2,11,6,91
105,臺中市大里區,塗城里,8644,12,5,3,0,154,76,40,45,659,735,293,263,236,211,60,52,157,99,15,9,210,144,82,68,996,869,323,207,11,21,623,711,60,42,7,1,4,1,396,527,31,75,4,4,15,88
105,臺中市大里區,瑞城里,12001,12,12,11,4,244,147,89,64,1013,1169,497,402,333,380,93,65,204,242,10,10,344,299,146,100,1200,1235,420,348,9,28,682,868,82,70,6,5,0,0,378,602,18,64,5,7,13,71
105,臺中市大里區,金城里,9921,12,2,13,4,198,99,63,56,779,911,387,353,274,283,50,55,214,181,15,13,242,261,99,101,1054,997,353,267,10,15,562,713,70,76,6,11,2,2,365,558,25,75,3,22,6,64
105,臺中市大里區,東湖里,10384,18,9,16,7,215,121,51,56,795,941,378,395,292,311,52,53,188,191,16,8,296,281,122,98,1143,1082,407,304,8,34,596,709,58,66,6,10,0,2,304,537,32,58,1,16,12,89
105,臺中市大里區,西湖里,2998,2,2,3,4,51,34,23,11,190,237,122,92,66,76,14,16,44,47,3,8,59,67,35,33,394,346,132,87,3,9,189,189,25,21,0,1,2,1,114,148,9,18,2,4,6,59
105,臺中市大里區,國光里,6048,19,7,12,2,216,120,56,50,547,728,297,242,187,241,30,28,138,165,14,10,120,147,101,75,534,564,161,127,8,14,247,299,30,38,1,4,0,1,146,233,10,27,3,7,3,39
105,臺中市大里區,大明里,4340,14,8,8,3,107,63,36,23,382,450,182,179,130,133,24,29,82,98,6,5,122,109,50,43,411,428,134,95,1,8,198,248,34,17,2,6,2,0,165,216,15,24,2,3,5,40
105,臺中市大里區,永隆里,9422,58,16,26,11,384,306,111,74,929,1298,479,425,296,437,54,51,210,293,14,11,168,182,204,191,693,934,282,194,7,20,231,332,44,50,2,5,1,1,118,205,11,24,2,4,6,28
105,臺中市大里區,長榮里,8699,42,20,23,8,309,208,98,85,902,1013,380,342,263,306,51,43,200,240,8,17,194,242,123,116,719,880,214,158,4,20,294,436,49,41,6,6,0,2,189,354,8,36,3,6,5,36
105,臺中市大里區,中新里,5384,11,3,9,5,152,96,53,37,477,600,216,212,143,210,43,30,119,121,16,9,138,125,73,63,524,559,184,136,7,15,241,302,30,15,2,3,0,1,112,224,9,37,0,3,2,17
105,臺中市大里區,立德里,7783,15,2,10,3,165,95,66,36,708,766,252,259,272,292,74,41,147,129,4,10,170,178,88,76,792,798,282,208,9,15,471,524,41,36,2,7,1,1,247,386,21,38,1,1,6,38
105,臺中市大里區,仁德里,6196,5,1,5,4,135,81,46,33,522,641,241,226,186,200,51,37,118,90,8,4,149,140,64,69,617,667,197,155,3,15,360,445,48,38,0,1,4,1,197,288,13,32,3,5,8,43
105,臺中市和平區,南勢里,1952,2,0,2,2,26,17,5,7,96,100,61,56,48,25,7,6,43,36,5,2,65,59,24,14,260,144,64,52,2,13,178,150,12,13,5,4,2,1,117,164,6,13,0,5,5,34
105,臺中市和平區,天輪里,460,0,0,1,0,1,2,1,2,16,29,13,13,8,6,2,1,10,5,0,0,21,9,2,2,67,32,12,13,2,2,42,27,2,4,2,1,1,0,34,43,4,10,1,1,2,14
105,臺中市和平區,博愛里,1689,0,0,1,1,19,7,6,6,93,76,44,44,31,26,6,6,39,33,5,7,69,77,20,13,209,129,68,45,2,14,122,142,25,16,10,0,1,2,83,159,5,10,2,1,3,12
105,臺中市和平區,中坑里,462,0,0,0,0,7,3,5,1,28,28,12,7,11,7,1,6,11,7,1,2,13,11,4,3,66,42,25,9,0,0,36,32,1,4,2,2,0,0,26,35,2,2,0,1,3,6
105,臺中市和平區,自由里,1062,0,0,0,1,3,2,2,2,40,42,27,27,22,6,11,5,18,12,3,3,55,45,25,8,138,70,50,37,1,7,102,77,14,10,3,2,0,1,71,93,3,5,0,1,2,16
105,臺中市和平區,達觀里,1115,1,0,2,0,5,1,3,4,33,48,31,27,28,11,9,7,24,12,0,2,59,28,20,13,140,85,59,41,1,3,87,75,26,13,4,1,2,0,81,88,9,18,0,3,1,10
105,臺中市和平區,梨山里,1978,0,1,0,0,15,9,5,7,88,84,57,37,30,16,14,8,62,27,15,4,120,71,27,16,198,144,62,38,9,21,189,178,39,19,6,3,1,0,111,186,17,13,1,8,3,19
105,臺中市和平區,平等里,817,0,0,0,0,2,3,1,3,46,25,16,10,17,5,3,1,16,15,7,3,69,27,23,12,97,62,38,18,5,6,83,71,6,9,1,0,1,1,35,65,4,5,2,1,2,1
