代碼,學校名稱,公/私立,縣市名稱,地址,location
064693,市立烏日國小,公立,[06]臺中市,[414]臺中市烏日區中山路二段196號,24.1065103 120.6234451
064694,市立僑仁國小,公立,[06]臺中市,[414]臺中市烏日區中山路一段341號,24.1081172 120.6390398
064695,市立喀哩國小,公立,[06]臺中市,[414]臺中市烏日區螺潭里溪南路二段370號,24.0617297 120.6433596
064696,市立東園國小,公立,[06]臺中市,[414]臺中市烏日區溪南路一段238巷198號,24.0835231 120.6396254
064697,市立溪尾國小,公立,[06]臺中市,[414]臺中市烏日區溪尾里溪岸路26號,24.0369252 120.6434979
064698,市立旭光國小,公立,[06]臺中市,[414]臺中市烏日區成功西路13號,24.1145364 120.5991661
064699,市立五光國小,公立,[06]臺中市,[414]臺中市烏日區光明里光明路40號,24.0942831 120.6465583
064743,市立九德國小,公立,[06]臺中市,[414]臺中市烏日區長春街300號,24.1096768 120.6391689
064520,市立烏日國中,公立,[06]臺中市,[414]臺中市烏日區新興路457號,24.1054413 120.6207385
064521,市立溪南國中,公立,[06]臺中市,[414]臺中市烏日區溪南路一段731號,24.0721933 120.6442611
064546,市立光德國中,公立,[06]臺中市,[414]臺中市烏日區信義街99號,24.1058007 120.6415135
061313,私立明道高中附設國中,公立,[06]臺中市,[414]臺中市烏日區中山路一段497號,24.1068679 120.6360984
061313,私立明道高中,私立,[06]臺中市,[414]臺中市烏日區中山路一段497號,24.1068679 120.6360984
